customer_id,avg_browse_duration_min,monthly_page_views,search_keywords_count,cart_add_count,cart_abandon_rate,click_through_rate,email_open_rate,complaint_count,has_complaint_last_month
C0462,10.87,244,19,32,0.84,0.146,0.132,2,是
C0463,29.76,218,9,12,0.13,0.043,0.08,5,是
C0464,8.27,44,4,13,0.75,0.012,0.092,3,否
C0465,7.14,240,15,1,0.43,0.054,0.288,5,是
C0466,1.68,240,4,12,0.03,0.089,0.234,1,否
C0467,42.88,173,36,3,0.06,0.086,0.196,4,是
C0468,0.72,291,36,22,0.28,0.022,0.356,1,否
C0469,45.86,234,0,0,0.72,0.052,0.222,1,是
C0470,19.63,46,5,1,0.1,0.081,0.114,0,否
C0471,26.54,170,12,7,0.13,0.018,0.241,2,否
C0472,41.77,294,39,6,0.67,0.19,0.479,0,是
C0473,59.09,896,7,27,0.75,0.246,0.331,3,是
C0474,29.5,39,7,12,0.27,0.129,0.279,1,是
C0475,17.31,41,32,9,0.01,0.082,0.103,4,否
C0476,22.66,38,23,14,0.84,0.11,0.175,2,否
C0477,23.94,123,5,6,0.56,0.031,0.055,5,否
C0478,22.74,144,9,18,0.37,0.235,0.434,2,是
C0479,69.88,421,9,9,0.85,0.298,0.259,4,否
C0480,3.36,11,4,1,0.1,0.1,0.096,4,是
C0481,8.2,180,27,22,0.36,0.182,0.137,4,否
C0482,7.66,144,13,12,0.79,0.147,0.202,1,是
C0483,22.25,28,0,12,0.47,0.075,0.124,4,是
C0484,31.56,409,42,2,0.88,0.039,0.023,2,是
C0485,2.57,79,1,0,0.36,0.111,0.229,1,否
C0486,18.24,189,20,2,0.75,0.118,0.294,2,否
C0487,24.47,114,22,24,0.86,0.121,0.056,4,否
C0488,34.4,406,19,7,0.64,0.005,0.071,1,是
C0489,80.3,460,77,54,0.67,0.468,0.388,2,是
C0490,26.36,197,6,0,0.05,0.003,0.156,1,否
C0491,53.55,253,34,8,0.53,0.22,0.002,4,是
C0492,5.82,52,20,20,0.0,0.139,0.411,0,否
C0493,27.25,307,32,3,0.74,0.033,0.237,3,否
C0494,53.28,385,2,14,0.01,0.286,0.243,4,是
C0495,101.82,806,63,23,0.43,0.139,0.265,0,是
C0496,99.51,759,66,28,0.25,0.118,0.469,0,是
C0497,45.75,37,4,12,0.79,0.076,0.318,4,否
C0498,33.33,138,25,3,0.68,0.231,0.148,0,是
C0499,45.79,500,50,0,0.06,0.073,0.549,2,否
C0500,12.33,116,10,6,0.85,0.091,0.075,4,否
C0501,41.44,180,22,3,0.64,0.023,0.264,2,是
C0502,38.89,292,39,13,0.82,0.165,0.073,1,是
C0503,36.96,372,58,10,0.87,0.054,0.641,1,是
C0504,15.93,130,2,7,0.24,0.049,0.041,1,否
C0505,19.12,51,13,4,0.14,0.14,0.103,3,是
C0506,0.91,88,18,34,0.09,0.417,1.026,4,否
C0507,3.22,32,21,6,0.84,0.094,0.236,2,否
C0508,27.09,120,33,21,0.8,0.027,0.015,3,是
C0509,6.57,70,13,6,0.02,0.013,0.168,4,是
C0510,13.75,10,2,11,0.79,0.136,0.06,1,否
C0511,2.06,25,4,0,0.59,0.04,0.16,2,是
C0512,14.93,112,13,12,0.29,0.143,0.232,5,否
C0513,22.47,451,2,33,0.27,0.064,0.104,3,否
C0514,29.63,220,20,4,0.34,0.145,0.032,0,否
C0515,25.55,345,55,41,0.67,0.338,0.221,5,否
C0516,23.61,64,12,5,0.31,0.231,0.04,3,是
C0517,7.83,133,38,2,0.67,0.03,0.22,1,否
C0518,21.75,4,25,9,0.76,0.169,0.186,2,否
C0519,45.73,354,6,6,0.89,0.23,0.298,3,否
C0520,61.37,277,38,32,0.76,0.284,0.211,3,是
C0521,19.87,150,1,10,0.19,0.002,0.124,0,否
C0522,24.03,201,15,3,0.11,0.075,0.131,1,否
C0523,3.86,451,31,33,0.67,0.136,0.11,0,是
C0524,9.38,736,72,23,0.76,0.326,0.811,1,否
C0525,18.49,488,13,0,0.87,0.238,0.199,2,是
C0526,36.79,44,33,17,0.55,0.186,0.262,0,是
C0527,33.38,7,50,15,0.21,0.081,0.488,2,是
C0528,34.75,220,26,6,0.53,0.101,0.011,3,否
C0529,12.46,320,0,8,0.76,0.196,0.477,1,是
C0530,4.83,227,11,4,0.18,0.112,0.025,5,是
C0531,11.86,16,5,17,0.36,0.075,0.357,4,否
C0532,0.13,244,7,7,0.13,0.107,0.193,4,否
C0533,1.59,17,6,2,0.06,0.105,0.032,3,是
C0534,5.77,501,20,1,0.84,0.076,0.662,3,是
C0535,7.22,194,22,7,0.67,0.088,0.14,5,否
C0536,1.37,194,3,14,0.57,0.058,0.278,2,是
C0537,21.65,68,3,9,0.58,0.127,0.191,4,否
C0538,93.67,856,0,36,0.11,0.111,0.473,1,否
C0539,25.45,292,5,0,0.43,0.04,0.254,3,是
C0540,22.64,323,23,15,0.68,0.172,0.225,3,是
C0541,30.73,344,52,19,0.1,0.222,0.703,1,是
C0542,64.35,421,45,33,0.68,0.228,0.277,3,否
C0543,23.25,139,6,7,0.3,0.034,0.134,3,是
C0544,64.78,9,13,30,0.26,0.005,0.52,4,否
C0545,56.48,291,38,1,0.01,0.234,0.482,2,是
C0546,57.48,88,15,33,0.36,0.067,0.699,0,否
C0547,17.55,204,12,9,0.6,0.057,0.106,3,否
C0548,28.69,295,1,14,0.72,0.246,0.257,3,是
C0549,11.8,352,18,17,0.67,0.211,0.068,2,是
C0550,22.07,217,13,14,0.27,0.022,0.022,3,是
C0551,10.44,152,1,24,0.86,0.156,0.368,1,否
C0552,25.46,182,23,11,0.1,0.081,0.067,1,否
C0553,16.25,77,16,1,0.2,0.002,0.274,5,否
C0554,43.25,502,4,31,0.01,0.309,0.034,0,否
C0555,27.35,99,15,11,0.33,0.121,0.165,3,否
C0556,19.41,328,12,5,0.6,0.225,0.414,1,否
C0557,26.4,41,0,8,0.02,0.028,0.365,3,否
C0558,7.79,42,15,8,0.74,0.088,0.127,0,否
C0559,51.03,516,37,18,0.67,0.494,0.12,4,是
C0560,27.17,234,15,5,0.73,0.02,0.178,4,否
C0561,15.2,89,11,4,0.14,0.128,0.192,5,否
C0562,4.82,190,12,0,0.14,0.118,0.131,5,否
C0563,23.15,110,24,7,0.42,0.006,0.019,0,是
C0564,13.82,18,16,7,0.11,0.058,0.079,5,否
C0565,38.27,399,57,8,0.43,0.26,0.156,3,否
C0566,33.14,217,59,0,0.7,0.48,0.32,0,否
C0567,15.1,85,22,7,0.6,0.057,0.049,1,否
C0568,18.69,466,30,25,0.48,0.353,0.643,1,否
C0569,71.79,280,31,15,0.23,0.004,0.47,3,是
C0570,10.35,586,4,32,0.75,0.074,0.244,5,否
C0571,22.84,287,6,8,0.54,0.052,0.254,5,否
C0572,18.22,106,21,11,0.03,0.039,0.276,4,否
C0573,17.74,62,5,0,0.62,0.117,0.233,2,是
C0574,24.97,21,51,19,0.85,0.217,0.104,1,否
C0575,53.44,592,24,22,0.77,0.154,0.185,0,否
C0576,5.76,170,23,5,0.37,0.009,0.142,4,否
C0577,23.99,142,17,6,0.14,0.204,0.282,0,是
C0578,89.77,493,28,7,0.76,0.258,0.929,5,是
C0579,32.79,132,13,1,0.64,0.063,0.463,3,是
C0580,11.49,77,52,46,0.33,0.479,0.46,0,否
C0581,7.68,106,3,28,0.27,0.222,0.391,0,否
C0582,12.87,229,20,14,0.5,0.008,0.084,0,否
C0583,45.86,7,10,14,0.77,0.043,0.014,1,否
C0584,71.63,355,60,20,0.01,0.359,0.641,1,否
C0585,8.06,214,2,0,0.38,0.004,0.021,3,是
C0586,44.24,333,4,9,0.83,0.107,0.374,2,是
C0587,67.78,184,44,7,0.19,0.149,0.33,2,否
C0588,11.3,59,3,13,0.73,0.024,0.084,3,否
C0589,70.48,567,42,0,0.49,0.345,0.023,3,否
C0590,12.49,68,17,15,0.66,0.196,0.264,0,是
C0591,79.72,216,14,25,0.63,0.535,0.533,4,是
C0592,4.8,149,3,13,0.35,0.052,0.014,4,否
C0593,1.78,215,13,11,0.38,0.059,0.099,1,否
C0594,41.42,230,32,7,0.32,0.049,0.235,4,否
C0595,0.7,187,0,8,0.77,0.065,0.245,3,否
C0596,71.55,468,31,32,0.78,0.061,0.393,5,是
C0597,40.68,523,12,22,0.04,0.067,0.056,2,否
C0598,26.46,63,19,0,0.25,0.081,0.274,4,是
C0599,8.32,68,17,24,0.17,0.05,0.003,1,是
C0600,17.16,20,7,20,0.34,0.156,0.159,0,是
C0601,29.67,302,11,8,0.26,0.191,0.328,0,是
C0602,92.37,543,57,46,0.5,0.303,0.751,1,是
C0603,54.36,156,14,33,0.15,0.306,0.284,1,否
C0604,9.52,504,40,0,0.31,0.269,0.388,5,是
C0605,8.82,516,60,9,0.68,0.033,0.633,0,否
C0606,37.44,311,30,9,0.28,0.21,0.289,1,是
C0607,12.73,232,55,21,0.18,0.26,0.334,2,否
C0608,11.52,562,0,14,0.16,0.279,0.193,0,是
C0609,64.92,216,46,30,0.09,0.048,0.285,0,是
C0610,7.19,234,16,27,0.36,0.34,0.616,2,否
C0611,9.56,173,16,10,0.83,0.038,0.031,1,是
C0612,64.11,266,8,16,0.73,0.082,0.003,4,是
C0613,19.8,227,17,14,0.24,0.131,0.081,1,是
C0614,21.15,18,11,11,0.21,0.05,0.003,0,否
C0615,6.3,200,4,1,0.52,0.016,0.071,0,否
C0616,52.39,552,52,36,0.13,0.252,1.052,2,否
C0617,61.92,99,6,19,0.49,0.255,0.183,5,否
C0618,50.43,337,60,3,0.53,0.265,0.698,2,否
C0619,35.47,270,37,24,0.34,0.207,0.692,1,是
C0620,28.27,232,21,8,0.09,0.209,0.453,1,否
C0621,50.47,507,75,16,0.86,0.148,0.954,2,否
C0622,35.29,220,9,20,0.66,0.041,0.372,5,否
C0623,34.11,199,6,9,0.71,0.004,0.244,3,否
C0624,3.76,152,24,2,0.33,0.139,0.259,5,否
C0625,53.07,55,60,21,0.35,0.2,0.124,2,是
C0626,54.36,333,13,13,0.66,0.239,0.458,1,否
C0627,21.47,229,20,4,0.53,0.06,0.087,0,是
C0628,25.53,45,25,2,0.22,0.041,0.086,4,是
C0629,42.77,489,0,22,0.63,0.15,0.123,5,否
C0630,1.19,107,12,0,0.24,0.125,0.103,0,否
C0631,30.98,118,4,18,0.75,0.233,0.014,1,是
C0632,5.39,709,9,32,0.2,0.2,0.217,4,是
C0633,6.45,125,23,1,0.08,0.142,0.184,0,是
C0634,12.6,7,16,2,0.42,0.099,0.096,2,否
C0635,7.98,426,56,15,0.75,0.02,0.702,1,否
C0636,20.26,440,39,26,0.85,0.004,0.412,1,否
C0637,8.33,114,21,1,0.4,0.102,0.07,1,是
C0638,22.2,808,21,45,0.37,0.007,1.012,4,否
C0639,8.49,26,13,4,0.12,0.03,0.03,2,否
C0640,43.2,121,5,23,0.67,0.11,0.223,5,否
C0641,37.68,298,31,33,0.83,0.011,0.618,1,否
C0642,43.52,116,46,1,0.74,0.317,0.582,3,否
C0643,25.75,28,16,8,0.4,0.15,0.251,3,是
C0644,12.42,434,13,1,0.79,0.103,0.158,2,否
C0645,37.03,35,39,12,0.15,0.064,0.206,2,是
C0646,24.05,163,28,6,0.4,0.183,0.005,2,否
C0647,23.18,97,23,3,0.34,0.114,0.125,4,是
C0648,20.22,292,13,7,0.46,0.264,0.192,5,是
C0649,29.38,3,19,5,0.2,0.131,0.188,2,否
C0650,22.26,71,5,1,0.35,0.042,0.096,4,是
C0651,25.06,10,18,12,0.2,0.08,0.079,3,是
C0652,21.94,525,49,24,0.37,0.034,0.16,4,否
C0653,19.86,286,3,14,0.65,0.03,0.542,5,否
C0654,63.25,163,31,32,0.42,0.245,0.279,1,否
C0655,16.6,209,25,1,0.33,0.045,0.208,4,否
C0656,39.19,309,30,14,0.03,0.014,0.217,5,是
C0657,27.69,48,0,19,0.47,0.08,0.335,5,否
C0658,1.47,150,27,15,0.68,0.154,0.243,0,是
C0659,76.24,417,30,52,0.38,0.275,0.228,3,否
C0660,19.34,172,6,0,0.74,0.071,0.237,0,是
C0661,13.18,117,31,15,0.8,0.171,0.414,2,是
C0662,18.43,199,16,7,0.46,0.076,0.099,4,否
C0663,32.46,334,1,9,0.42,0.049,0.199,2,是
C0664,20.89,180,19,13,0.76,0.113,0.296,0,否
C0665,23.96,165,10,13,0.02,0.101,0.091,1,是
C0666,39.76,288,23,0,0.24,0.206,0.203,5,是
C0667,26.16,168,34,18,0.4,0.098,0.099,0,是
C0668,12.07,44,18,14,0.87,0.134,0.004,1,是
C0669,55.21,318,46,2,0.61,0.204,0.386,1,否
C0670,5.76,66,20,17,0.29,0.212,0.098,1,否
C0671,2.71,191,0,8,0.38,0.125,0.183,1,否
C0672,42.29,102,1,7,0.65,0.213,0.495,5,是
C0673,29.17,24,21,12,0.21,0.049,0.206,5,是
C0674,5.42,150,39,14,0.55,0.1,0.013,3,是
C0675,4.57,214,40,16,0.17,0.132,0.717,4,是
C0676,28.76,72,7,8,0.82,0.111,0.083,1,是
C0677,20.92,202,22,10,0.74,0.011,0.217,0,否
C0678,22.63,356,0,9,0.57,0.229,0.13,1,是
C0679,37.12,603,59,32,0.78,0.41,0.995,0,否
C0680,31.22,107,39,14,0.83,0.158,0.433,5,是
C0681,23.66,128,33,28,0.04,0.171,0.675,1,否
C0682,30.28,20,22,22,0.04,0.007,0.302,0,是
C0683,13.63,105,4,8,0.15,0.142,0.165,5,否
C0684,39.98,348,26,8,0.68,0.007,0.408,3,是
C0685,37.18,410,44,36,0.3,0.203,0.462,3,否
C0686,2.66,109,17,0,0.38,0.089,0.034,4,否
C0687,25.76,46,15,6,0.35,0.002,0.01,1,是
C0688,7.2,33,14,0,0.57,0.121,0.298,3,是
C0689,32.28,364,12,6,0.24,0.078,0.286,5,是
C0690,69.33,316,59,37,0.74,0.262,0.006,1,是
C0691,22.07,78,21,14,0.59,0.045,0.197,2,是
C0692,19.58,11,29,1,0.84,0.037,0.107,2,是
C0693,0.27,143,8,9,0.41,0.123,0.278,0,是
C0694,65.88,606,86,25,0.0,0.496,0.317,3,否
C0695,3.99,198,22,4,0.04,0.053,0.21,3,否
C0696,24.06,36,35,13,0.73,0.19,0.374,2,是
C0697,69.9,542,30,31,0.63,0.303,0.647,4,是
C0698,8.56,542,54,21,0.41,0.179,0.373,2,否
C0699,19.73,84,6,5,0.39,0.091,0.387,4,否
C0700,8.51,21,4,5,0.52,0.085,0.145,5,是
C0701,6.47,24,12,4,0.54,0.093,0.08,3,是
C0702,0.33,109,12,1,0.87,0.142,0.171,3,是
C0703,5.67,90,12,9,0.89,0.136,0.284,5,是
C0704,28.22,305,30,20,0.86,0.132,0.103,4,否
C0705,25.95,104,17,8,0.42,0.074,0.183,2,否
C0706,0.37,33,7,4,0.47,0.007,0.284,2,是
C0707,6.89,128,45,19,0.67,0.351,0.432,1,是
C0708,43.46,36,0,50,0.06,0.161,0.705,5,否
C0709,44.64,64,31,18,0.67,0.016,0.38,5,是
C0710,25.59,225,9,11,0.84,0.011,0.09,0,是
C0711,15.5,149,15,5,0.14,0.095,0.163,1,是
C0712,63.88,505,48,36,0.29,0.363,0.321,5,是
C0713,8.91,5,10,9,0.87,0.097,0.017,1,是
C0714,10.11,61,0,9,0.84,0.149,0.128,0,否
C0715,26.82,257,20,3,0.82,0.136,0.469,4,是
C0716,31.15,354,18,9,0.48,0.211,0.041,5,否
C0717,11.81,386,0,11,0.55,0.098,0.449,3,否
C0718,29.35,41,24,12,0.59,0.11,0.289,2,是
C0719,9.29,206,9,7,0.23,0.107,0.095,0,是
C0720,52.07,577,36,48,0.36,0.007,0.536,3,是
C0721,19.27,21,15,5,0.06,0.063,0.227,5,是
C0722,69.55,96,52,12,0.75,0.268,0.42,5,是
C0723,42.54,322,36,7,0.19,0.015,0.215,1,否
C0724,40.89,130,13,21,0.4,0.132,0.0,2,否
C0725,12.94,116,23,15,0.48,0.13,0.232,2,是
C0726,27.69,229,0,11,0.75,0.062,0.023,4,是
C0727,37.75,261,1,23,0.62,0.205,0.468,0,否
C0728,50.05,596,50,6,0.78,0.214,0.056,2,否
C0729,20.8,243,3,34,0.73,0.302,0.382,0,否
C0730,10.39,192,2,11,0.66,0.014,0.269,3,否
C0731,8.14,207,19,6,0.6,0.037,0.2,3,是
C0732,69.83,765,54,0,0.05,0.006,0.265,0,否
C0733,22.96,196,8,20,0.25,0.007,0.548,4,是
C0734,12.83,499,40,0,0.61,0.212,0.283,1,是
C0735,7.16,97,17,8,0.36,0.142,0.189,5,是
C0736,31.68,222,27,0,0.14,0.077,0.292,2,是
C0737,69.9,240,21,26,0.39,0.216,0.624,5,是
C0738,24.66,261,9,7,0.05,0.068,0.71,2,否
C0739,40.8,209,25,22,0.05,0.184,0.207,0,否
C0740,29.77,13,19,2,0.04,0.102,0.035,5,是
C0741,25.96,300,35,16,0.8,0.068,0.107,0,是
C0742,20.42,235,4,12,0.35,0.015,0.101,2,否
C0743,26.92,144,8,20,0.36,0.045,0.057,4,否
C0744,3.49,426,77,37,0.89,0.079,0.339,4,否
C0745,32.55,198,24,24,0.25,0.171,0.142,5,是
C0746,62.18,422,51,28,0.12,0.231,0.142,3,是
C0747,8.68,193,2,13,0.56,0.051,0.073,2,否
C0748,63.1,303,28,15,0.12,0.147,0.179,5,否
C0749,99.67,343,25,0,0.12,0.208,0.799,2,是
C0750,3.89,126,17,14,0.4,0.032,0.116,3,是
C0751,9.92,210,1,6,0.21,0.059,0.072,0,否
C0752,2.11,303,26,22,0.58,0.155,0.206,0,是
C0753,0.33,57,18,0,0.53,0.148,0.018,5,是
C0754,46.01,93,27,4,0.02,0.094,0.114,1,否
C0755,81.75,532,52,39,0.54,0.125,0.121,5,是
C0756,46.52,20,2,15,0.64,0.103,0.064,3,否
C0757,27.52,245,15,14,0.27,0.048,0.243,5,是
C0758,2.1,120,37,13,0.87,0.068,0.137,2,是
C0759,36.99,81,42,0,0.57,0.043,0.395,3,否
C0760,18.88,138,6,4,0.8,0.127,0.229,3,否
C0761,7.53,72,30,20,0.62,0.036,0.237,3,是
C0762,15.12,170,19,0,0.21,0.195,0.049,3,是
C0763,14.86,176,0,11,0.01,0.108,0.307,3,否
C0764,0.48,52,11,12,0.89,0.055,0.11,0,否
C0765,68.75,423,0,2,0.4,0.245,0.457,0,否
C0766,14.91,26,10,6,0.05,0.079,0.172,2,是
C0767,5.38,79,2,3,0.22,0.049,0.133,2,是
C0768,51.1,600,19,27,0.67,0.077,0.49,2,否
C0769,42.01,201,55,16,0.11,0.336,0.058,5,否
C0770,13.04,192,9,13,0.65,0.087,0.129,3,是
C0771,16.61,52,10,11,0.55,0.04,0.201,3,否
C0772,16.41,4,11,10,0.42,0.116,0.291,5,否
C0773,25.43,207,23,1,0.49,0.037,0.002,5,是
C0774,16.91,44,0,9,0.32,0.073,0.065,1,否
C0775,6.38,177,4,3,0.51,0.129,0.087,0,是
C0776,41.69,380,6,8,0.22,0.039,0.189,3,否
C0777,44.45,369,49,6,0.23,0.158,0.661,4,是
C0778,10.74,222,16,16,0.13,0.033,0.329,0,是
C0779,18.1,6,4,15,0.56,0.082,0.575,4,否
C0780,8.8,56,9,7,0.59,0.091,0.158,4,是
C0781,86.37,453,37,46,0.29,0.045,0.91,5,否
C0782,9.13,244,3,34,0.83,0.116,0.409,4,是
C0783,14.53,595,16,3,0.03,0.258,0.283,2,是
C0784,15.37,100,13,28,0.68,0.357,0.522,1,是
C0785,53.22,439,52,10,0.18,0.041,0.958,4,是
C0786,45.84,168,15,18,0.43,0.222,0.213,1,否
C0787,1.57,99,1,5,0.55,0.025,0.151,2,是
C0788,30.25,38,36,20,0.03,0.114,0.34,5,是
C0789,9.52,309,20,0,0.61,0.313,0.341,2,是
C0790,30.82,264,9,13,0.51,0.001,0.667,1,是
C0791,40.45,104,36,9,0.17,0.122,0.471,5,否
C0792,26.49,206,8,15,0.37,0.011,0.172,2,否
C0793,28.56,268,29,4,0.09,0.222,0.471,5,否
C0794,80.84,781,61,39,0.25,0.539,0.853,2,否
C0795,1.65,306,31,22,0.28,0.075,0.416,4,是
C0796,6.86,174,39,21,0.39,0.052,0.063,1,否
C0797,26.8,28,4,1,0.14,0.082,0.211,4,是
C0798,31.71,376,4,8,0.55,0.135,0.163,2,是
C0799,0.29,50,13,25,0.41,0.267,0.711,1,是
C0800,65.49,507,44,19,0.63,0.11,0.358,1,是
C0801,24.55,445,34,27,0.45,0.177,0.61,4,是
C0802,43.63,56,10,11,0.47,0.131,0.232,2,否
C0803,3.23,217,2,9,0.63,0.237,0.096,5,否
C0804,17.27,97,12,4,0.42,0.147,0.18,2,否
C0805,1.76,422,24,19,0.39,0.16,0.194,3,是
C0806,42.41,225,12,0,0.77,0.206,0.213,1,否
C0807,38.59,24,27,0,0.52,0.034,0.04,3,是
C0808,0.36,175,16,8,0.81,0.176,0.329,3,否
C0809,35.7,621,59,54,0.36,0.177,0.819,3,否
C0810,3.0,249,5,4,0.42,0.041,0.002,3,否
C0811,24.31,488,31,30,0.48,0.048,0.492,2,是
C0812,12.44,92,8,5,0.1,0.026,0.077,2,否
C0813,3.3,213,29,15,0.43,0.071,0.069,1,是
C0814,15.88,236,17,6,0.02,0.116,0.251,3,是
C0815,21.91,118,0,15,0.22,0.029,0.265,2,否
C0816,7.39,90,25,16,0.37,0.042,0.383,2,是
C0817,16.22,190,17,3,0.03,0.091,0.262,5,是
C0818,10.2,277,29,0,0.53,0.104,0.032,4,否
C0819,64.41,808,64,50,0.44,0.454,0.364,1,否
C0820,3.29,95,12,9,0.24,0.002,0.095,0,否
C0821,14.73,468,58,14,0.68,0.177,0.711,0,否
C0822,23.92,265,11,14,0.23,0.005,0.162,5,是
C0823,10.11,271,0,6,0.65,0.09,0.106,0,是
C0824,29.08,93,16,9,0.88,0.021,0.156,4,是
C0825,14.06,218,9,2,0.04,0.014,0.223,5,否
C0826,14.13,138,13,7,0.33,0.055,0.285,5,否
C0827,2.0,232,13,11,0.24,0.136,0.157,1,是
C0828,0.11,136,24,11,0.12,0.091,0.236,4,否
C0829,50.14,500,20,3,0.51,0.057,0.466,1,是
C0830,69.92,268,1,27,0.58,0.26,0.271,4,否
C0831,11.93,264,36,10,0.84,0.076,0.612,3,是
C0832,50.39,241,30,6,0.76,0.077,0.696,5,是
C0833,11.15,210,16,14,0.8,0.115,0.141,4,是
C0834,8.85,40,12,13,0.33,0.051,0.094,4,是
C0835,28.01,240,4,3,0.12,0.109,0.066,3,是
C0836,13.51,131,18,0,0.88,0.133,0.068,5,是
C0837,1.72,336,40,19,0.88,0.076,0.131,5,否
C0838,2.67,367,28,6,0.73,0.236,0.279,5,否
C0839,3.39,328,22,10,0.45,0.075,0.285,0,是
C0840,40.46,310,10,11,0.46,0.085,0.031,3,是
C0841,40.16,190,27,19,0.89,0.274,0.452,1,否
C0842,59.53,134,38,9,0.5,0.16,0.148,0,是
C0843,28.78,177,15,6,0.07,0.036,0.12,0,是
C0844,12.37,590,90,37,0.54,0.341,0.36,0,是
C0845,16.71,531,73,45,0.49,0.348,0.915,0,是
C0846,24.46,9,20,13,0.44,0.137,0.116,4,是
C0847,41.91,23,23,14,0.12,0.115,0.07,4,是
C0848,18.61,252,11,5,0.25,0.17,0.318,3,否
C0849,65.61,426,3,12,0.64,0.024,0.53,3,否
C0850,62.08,486,55,32,0.2,0.351,0.244,5,否
C0851,0.4,127,14,3,0.67,0.115,0.252,5,是
C0852,4.81,138,16,16,0.04,0.203,0.153,5,是
C0853,17.16,267,4,12,0.43,0.145,0.421,1,否
C0854,34.12,118,12,0,0.28,0.236,0.258,0,是
C0855,9.34,81,15,15,0.05,0.138,0.031,1,是
C0856,70.4,493,24,32,0.04,0.144,0.713,0,否
C0857,45.2,247,58,20,0.54,0.268,0.42,3,否
C0858,44.49,336,3,32,0.79,0.084,0.701,5,否
C0859,25.72,320,21,9,0.37,0.17,0.583,0,是
C0860,59.0,265,55,32,0.38,0.107,0.016,3,是
C0861,45.01,254,16,12,0.2,0.12,0.318,0,否
C0862,27.95,208,18,11,0.64,0.038,0.437,5,是
C0863,19.88,62,3,8,0.35,0.084,0.223,5,是
C0864,9.84,514,6,12,0.5,0.332,0.477,5,是
C0865,29.88,60,7,2,0.27,0.056,0.298,2,是
C0866,39.6,390,56,9,0.48,0.21,0.574,0,否
C0867,27.31,79,9,12,0.35,0.071,0.076,1,是
C0868,10.36,164,18,5,0.49,0.098,0.276,3,否
C0869,22.22,238,19,1,0.38,0.066,0.101,1,是
C0870,2.31,172,3,6,0.51,0.011,0.25,2,是
C0871,16.41,474,22,31,0.25,0.173,0.503,0,否
C0872,58.85,130,52,18,0.73,0.104,0.53,1,是
C0873,25.73,121,33,16,0.9,0.233,0.37,0,是
C0874,12.74,220,20,5,0.87,0.112,0.173,5,否
C0875,21.21,50,3,8,0.8,0.062,0.136,0,否
C0876,29.7,108,13,15,0.07,0.021,0.094,3,是
C0877,8.34,210,1,2,0.71,0.126,0.04,5,是
C0878,19.34,367,40,1,0.07,0.356,0.522,3,是
C0879,26.73,127,11,9,0.67,0.014,0.259,4,是
C0880,15.72,264,15,6,0.73,0.029,0.141,4,是
C0881,6.34,201,11,1,0.41,0.128,0.272,3,否
C0882,4.2,209,12,13,0.05,0.082,0.074,1,否
C0883,10.47,236,29,20,0.68,0.176,0.309,4,否
C0884,17.09,314,8,16,0.16,0.164,0.18,2,是
C0885,8.96,14,0,3,0.83,0.145,0.276,4,否
C0886,0.07,48,23,12,0.3,0.01,0.217,1,否
C0887,37.42,382,34,6,0.79,0.096,0.068,4,是
C0888,17.18,79,15,12,0.22,0.035,0.076,2,否
C0889,11.34,191,22,1,0.34,0.072,0.174,1,是
C0890,38.62,113,28,39,0.7,0.247,0.558,4,否
C0891,10.26,58,35,0,0.26,0.14,0.137,3,否
C0892,31.23,177,4,12,0.17,0.168,0.386,4,是
C0893,2.87,300,35,13,0.43,0.058,0.15,4,是
C0894,15.58,388,3,6,0.21,0.116,0.198,5,是
C0895,45.37,9,24,20,0.49,0.132,0.047,4,否
C0896,45.42,201,32,10,0.12,0.274,0.604,3,是
C0897,10.28,268,44,25,0.18,0.333,0.519,2,否
C0898,5.38,192,6,0,0.36,0.008,0.059,1,否
C0899,41.97,268,35,24,0.3,0.167,0.324,1,是
C0900,13.84,42,4,7,0.71,0.007,0.196,0,是
C0901,22.68,163,24,27,0.53,0.051,0.069,3,否
C0902,42.86,88,37,12,0.13,0.033,0.066,0,是
C0903,47.58,98,29,3,0.17,0.042,0.179,1,是
C0904,2.87,172,23,9,0.68,0.128,0.034,1,否
C0905,25.64,89,11,14,0.09,0.055,0.084,1,否
C0906,28.66,32,25,3,0.14,0.11,0.076,3,否
C0907,10.0,57,9,2,0.45,0.045,0.241,4,否
C0908,12.85,3,5,4,0.53,0.065,0.058,1,是
C0909,52.54,363,26,8,0.39,0.163,0.482,5,是
C0910,8.3,149,17,10,0.56,0.027,0.142,1,否
C0911,19.43,320,4,8,0.62,0.239,0.471,3,否
C0912,58.61,351,4,9,0.44,0.323,0.692,2,是
C0913,26.17,133,1,9,0.82,0.062,0.032,3,否
C0914,10.52,169,29,17,0.33,0.069,0.212,2,否
C0915,20.85,133,33,5,0.3,0.135,0.335,5,否
C0916,3.82,164,24,9,0.5,0.051,0.075,2,是
C0917,63.17,440,57,14,0.44,0.213,0.214,2,否
C0918,2.45,166,14,13,0.58,0.14,0.285,5,是
C0919,15.55,90,33,7,0.37,0.079,0.36,1,是
C0920,19.82,44,20,18,0.48,0.071,0.226,5,是
C0921,29.56,312,38,13,0.71,0.019,0.046,1,是
C0922,7.31,556,60,19,0.59,0.25,0.064,1,是
C0923,14.91,55,15,2,0.34,0.071,0.05,0,是
C0924,8.22,159,13,13,0.43,0.083,0.213,4,是
C0925,27.84,174,43,7,0.11,0.353,0.705,3,是
