customer_id,purchase_frequency_change,recency_score,spending_trend,engagement_score,complaint_score,churn_risk_score,risk_level
C0617,29,60,66,42,28,56.0,持续观察
C0618,63,56,82,80,71,32.6,低风险
C0619,75,87,27,50,77,31.2,低风险
C0620,23,67,46,85,79,50.5,持续观察
C0621,32,62,59,21,68,62.1,重点关注
C0622,93,60,47,88,24,28.1,低风险
C0623,99,75,87,79,81,9.2,低风险
C0624,38,88,80,97,51,25.0,低风险
C0625,89,30,57,42,46,35.5,低风险
C0626,81,28,94,76,43,42.2,持续观察
C0627,28,47,43,54,57,49.4,持续观察
C0628,65,41,47,20,86,47.2,持续观察
C0629,75,94,60,67,35,25.5,低风险
C0630,93,25,37,68,34,53.8,持续观察
C0631,59,45,68,59,44,34.2,低风险
C0632,86,35,45,81,91,39.2,低风险
C0633,81,33,22,34,23,45.7,持续观察
C0634,65,54,96,49,51,36.3,低风险
C0635,25,61,57,40,64,52.4,持续观察
C0636,48,72,33,27,75,54.4,持续观察
C0637,38,41,20,26,54,62.1,重点关注
C0638,34,72,30,53,72,53.6,持续观察
C0639,76,85,59,83,49,17.8,低风险
C0640,57,32,23,61,68,47.3,持续观察
C0641,40,30,53,72,71,52.0,持续观察
C0642,70,31,84,89,21,44.0,持续观察
C0643,58,72,75,29,78,47.4,持续观察
C0644,39,28,29,77,56,66.4,重点关注
C0645,21,90,90,23,48,38.0,低风险
C0646,51,36,83,27,49,42.2,持续观察
C0647,23,80,32,31,41,58.0,持续观察
C0648,26,29,41,44,94,51.8,持续观察
C0649,22,57,75,46,38,46.4,持续观察
C0650,44,58,84,21,86,34.8,低风险
C0651,28,49,32,92,37,47.4,持续观察
C0652,45,53,20,74,84,51.8,持续观察
C0653,83,52,57,77,24,30.8,低风险
C0654,37,51,77,52,95,46.4,持续观察
C0655,21,31,44,68,30,54.0,持续观察
C0656,20,84,61,24,77,39.5,低风险
C0657,67,29,52,66,37,54.6,持续观察
C0658,99,38,76,43,91,21.0,低风险
C0659,82,42,56,63,75,30.8,低风险
C0660,55,76,76,87,41,34.2,低风险
C0661,82,78,81,33,75,28.2,低风险
C0662,94,73,22,55,85,39.4,低风险
C0663,45,93,49,70,42,46.8,持续观察
C0664,25,21,86,25,35,58.8,持续观察
C0665,45,67,82,36,63,39.6,低风险
C0666,62,25,42,91,91,48.0,持续观察
C0667,20,62,91,70,87,41.1,持续观察
C0668,28,36,92,71,33,59.3,持续观察
C0669,46,98,85,31,28,41.3,持续观察
C0670,90,55,80,20,94,37.8,低风险
C0671,22,43,21,30,35,66.4,重点关注
C0672,80,80,46,35,32,35.3,低风险
C0673,92,48,67,28,55,37.3,低风险
C0674,21,97,82,27,63,41.7,持续观察
C0675,93,77,24,44,33,44.2,持续观察
C0676,50,85,20,93,36,48.2,持续观察
C0677,84,72,41,59,84,27.3,低风险
C0678,37,89,93,86,73,28.8,低风险
C0679,25,28,43,42,21,73.5,重点关注
C0680,61,95,78,81,36,18.6,低风险
C0681,87,61,98,42,42,37.6,低风险
C0682,23,58,69,63,20,48.3,持续观察
C0683,23,88,42,75,31,41.4,持续观察
C0684,84,59,97,87,32,23.4,低风险
C0685,60,78,37,42,97,47.1,持续观察
C0686,62,63,41,28,93,46.0,持续观察
C0687,74,84,63,23,31,42.6,持续观察
C0688,38,93,63,53,76,45.2,持续观察
C0689,40,30,56,53,37,49.6,持续观察
C0690,77,24,26,61,34,51.2,持续观察
C0691,49,96,43,22,58,45.6,持续观察
C0692,26,93,96,53,97,29.1,低风险
C0693,88,68,60,62,92,32.1,低风险
C0694,83,70,89,86,88,21.1,低风险
C0695,21,55,90,56,52,58.4,持续观察
C0696,86,35,37,31,67,48.7,持续观察
C0697,98,26,98,35,24,35.8,低风险
C0698,93,63,91,81,27,20.3,低风险
C0699,28,45,79,36,38,49.4,持续观察
C0700,42,55,71,34,71,37.2,低风险
C0701,33,72,99,45,31,38.4,低风险
C0702,73,63,68,64,91,22.0,低风险
C0703,64,31,86,21,27,55.0,持续观察
C0704,35,87,64,36,74,36.2,低风险
C0705,91,42,28,84,53,41.7,持续观察
C0706,76,49,45,49,84,43.2,持续观察
C0707,27,82,45,87,94,41.0,持续观察
C0708,44,22,49,63,66,49.4,持续观察
C0709,60,99,46,79,54,36.8,低风险
C0710,81,53,99,20,51,28.6,低风险
C0711,96,68,23,38,70,35.9,低风险
C0712,37,63,70,52,99,43.4,持续观察
C0713,69,60,89,55,25,42.8,持续观察
C0714,60,67,98,96,28,28.4,低风险
C0715,53,90,29,97,59,33.3,低风险
C0716,31,27,55,43,67,67.8,重点关注
C0717,99,26,65,44,91,30.1,低风险
C0718,96,56,25,30,45,48.2,持续观察
C0719,94,74,89,28,56,19.7,低风险
C0720,97,90,98,25,71,17.0,低风险
C0721,61,69,97,77,31,20.4,低风险
C0722,74,40,22,48,57,41.5,持续观察
C0723,78,53,69,92,87,18.0,低风险
C0724,70,68,61,98,35,25.6,低风险
C0725,72,46,97,30,80,25.0,低风险
C0726,28,27,73,42,43,66.6,重点关注
C0727,22,53,58,45,97,54.1,持续观察
C0728,27,37,74,20,36,52.2,持续观察
C0729,78,70,30,66,23,32.9,低风险
C0730,49,31,93,60,69,42.1,持续观察
C0731,86,70,98,42,22,30.6,低风险
C0732,74,82,49,24,27,31.2,低风险
C0733,53,59,75,69,31,40.9,持续观察
C0734,62,41,48,28,54,43.9,持续观察
C0735,47,27,36,23,85,68.0,重点关注
C0736,56,47,52,90,72,30.3,低风险
C0737,49,69,40,84,52,49.2,持续观察
C0738,90,66,97,99,37,18.5,低风险
C0739,81,75,29,76,77,30.1,低风险
C0740,48,51,58,44,97,40.9,持续观察
C0741,21,30,97,77,64,42.8,持续观察
C0742,76,40,66,25,34,51.8,持续观察
C0743,76,45,71,33,34,36.4,低风险
C0744,61,33,60,82,64,44.8,持续观察
C0745,68,98,66,94,87,29.1,低风险
C0746,76,33,92,84,88,25.1,低风险
C0747,90,95,90,71,86,3.0,低风险
C0748,37,22,62,84,95,58.9,持续观察
C0749,89,76,56,27,81,27.0,低风险
C0750,46,26,92,27,63,48.0,持续观察
C0751,73,58,83,33,39,38.2,低风险
C0752,43,76,90,43,58,40.8,持续观察
C0753,53,84,79,83,58,39.0,低风险
C0754,41,44,44,44,20,55.3,持续观察
C0755,82,50,41,25,86,44.4,持续观察
C0756,55,29,62,20,66,63.2,重点关注
C0757,80,96,90,52,92,13.0,低风险
C0758,61,91,89,33,73,18.9,低风险
C0759,52,28,55,82,39,42.2,持续观察
C0760,93,98,65,75,28,11.5,低风险
C0761,28,27,41,81,47,50.8,持续观察
C0762,44,38,54,47,83,42.2,持续观察
C0763,32,49,66,48,54,60.4,重点关注
C0764,66,28,52,42,59,41.6,持续观察
C0765,64,66,94,63,21,40.0,持续观察
C0766,24,65,32,57,22,68.4,重点关注
C0767,50,20,75,68,33,59.5,持续观察
C0768,50,22,86,62,87,41.3,持续观察
C0769,90,53,32,29,66,34.4,低风险
C0770,60,44,69,46,73,50.0,持续观察
C0771,65,49,76,27,77,45.3,持续观察
C0772,71,20,47,87,81,49.2,持续观察
C0773,24,37,84,49,70,45.4,持续观察
C0774,31,52,43,32,97,44.6,持续观察
C0775,40,28,86,77,67,44.6,持续观察
C0776,28,26,26,22,46,79.0,重点关注
C0777,36,49,93,24,96,36.2,低风险
C0778,43,96,43,41,74,36.0,低风险
C0779,46,32,28,77,68,60.2,重点关注
C0780,27,32,34,85,43,70.0,重点关注
C0781,63,61,75,59,29,36.1,低风险
C0782,81,93,36,24,26,39.0,低风险
C0783,48,97,38,35,36,42.9,持续观察
C0784,93,82,28,34,41,28.8,低风险
C0785,43,88,83,96,78,26.3,低风险
C0786,53,55,76,94,63,41.8,持续观察
C0787,79,54,57,99,30,42.6,持续观察
C0788,50,65,27,37,61,46.7,持续观察
C0789,23,64,25,66,42,67.0,重点关注
C0790,28,75,68,23,79,38.9,低风险
C0791,96,24,64,72,81,42.5,持续观察
C0792,73,63,40,77,73,32.5,低风险
C0793,20,47,53,94,32,45.3,持续观察
C0794,80,61,31,77,87,32.3,低风险
C0795,92,50,58,78,46,29.0,低风险
C0796,50,26,25,53,59,69.6,重点关注
C0797,64,26,51,49,93,51.4,持续观察
C0798,79,23,79,73,94,37.4,低风险
C0799,92,51,27,87,29,41.3,持续观察
C0800,61,47,57,97,34,32.6,低风险
C0801,46,75,38,94,64,36.4,低风险
C0802,77,23,74,87,72,39.1,低风险
C0803,88,27,28,45,26,53.9,持续观察
C0804,92,33,71,22,49,36.8,低风险
C0805,53,49,47,76,97,48.4,持续观察
C0806,29,22,81,56,49,66.3,重点关注
C0807,85,21,67,57,46,32.7,低风险
C0808,44,29,58,60,68,58.2,持续观察
C0809,22,89,72,23,76,37.7,低风险
C0810,53,90,82,45,83,24.2,低风险
C0811,90,35,38,58,82,33.8,低风险
C0812,47,89,52,61,67,47.4,持续观察
C0813,28,99,83,30,60,42.8,持续观察
C0814,30,95,45,30,49,54.8,持续观察
C0815,99,98,64,73,22,11.8,低风险
C0816,58,41,20,57,56,55.2,持续观察
C0817,32,54,94,39,49,55.4,持续观察
C0818,30,98,85,45,73,34.4,低风险
C0819,54,68,54,95,26,43.2,持续观察
C0820,27,21,96,33,27,57.8,持续观察
C0821,26,85,64,69,82,43.6,持续观察
C0822,88,38,95,44,82,20.3,低风险
C0823,89,88,52,74,83,22.5,低风险
C0824,76,23,88,70,49,35.4,低风险
C0825,54,60,50,29,29,43.6,持续观察
C0826,30,75,83,33,88,33.9,低风险
C0827,57,74,34,24,68,38.2,低风险
C0828,97,50,65,76,58,29.2,低风险
C0829,68,41,67,41,53,51.5,持续观察
C0830,54,94,87,94,29,21.9,低风险
C0831,48,67,59,48,28,44.0,持续观察
C0832,60,99,20,26,79,31.4,低风险
C0833,25,23,39,37,24,80.0,紧急干预
C0834,29,40,41,50,54,63.2,重点关注
C0835,42,60,73,62,30,50.5,持续观察
C0836,65,64,96,54,61,27.1,低风险
C0837,31,27,84,90,99,52.8,持续观察
C0838,74,28,34,23,39,60.6,重点关注
C0839,32,37,80,70,70,56.6,持续观察
C0840,93,50,98,49,20,36.7,低风险
C0841,26,54,33,72,30,57.3,持续观察
C0842,31,49,88,93,80,32.9,低风险
C0843,80,37,68,33,98,31.4,低风险
C0844,44,60,25,55,58,59.8,持续观察
C0845,21,43,60,31,67,67.6,重点关注
C0846,45,67,50,95,47,33.8,低风险
C0847,70,33,83,53,94,35.8,低风险
C0848,88,38,70,45,99,27.4,低风险
C0849,81,79,78,25,55,34.1,低风险
C0850,91,41,74,72,89,37.0,低风险
C0851,92,49,68,34,81,30.4,低风险
C0852,58,34,59,38,89,52.7,持续观察
C0853,30,40,34,66,29,64.4,重点关注
C0854,83,45,89,96,24,30.2,低风险
C0855,99,31,84,80,47,39.0,低风险
C0856,61,26,26,71,78,41.6,持续观察
C0857,29,94,81,37,28,36.2,低风险
C0858,38,54,73,79,58,44.8,持续观察
C0859,23,87,71,66,81,44.2,持续观察
C0860,22,21,70,76,57,60.0,重点关注
C0861,33,39,23,52,43,68.6,重点关注
C0862,29,66,20,51,83,47.8,持续观察
C0863,25,31,85,23,62,64.1,重点关注
C0864,50,72,54,60,35,48.7,持续观察
C0865,50,36,96,38,85,47.6,持续观察
C0866,67,37,29,26,85,54.4,持续观察
C0867,28,43,86,45,88,42.1,持续观察
C0868,95,91,87,70,65,20.3,低风险
C0869,45,56,84,75,40,47.4,持续观察
C0870,21,49,70,90,79,42.1,持续观察
C0871,23,71,49,94,29,51.6,持续观察
C0872,25,42,58,70,37,53.2,持续观察
C0873,49,56,29,27,60,58.4,持续观察
C0874,74,93,63,32,55,38.7,低风险
C0875,47,43,51,51,85,54.8,持续观察
C0876,80,99,63,53,65,25.2,低风险
C0877,96,69,82,37,42,17.8,低风险
C0878,74,95,80,98,58,9.5,低风险
C0879,55,39,84,74,23,53.6,持续观察
C0880,93,66,60,62,60,30.3,低风险
C0881,93,37,31,43,22,58.0,持续观察
C0882,24,45,21,40,72,59.2,持续观察
C0883,48,90,92,37,93,33.9,低风险
C0884,31,62,95,33,55,47.8,持续观察
C0885,41,66,79,72,68,32.8,低风险
C0886,78,62,44,38,46,50.0,持续观察
C0887,58,51,80,96,72,27.2,低风险
C0888,21,26,41,76,68,55.8,持续观察
C0889,33,51,75,83,20,50.9,持续观察
C0890,29,84,40,99,65,43.9,持续观察
C0891,67,77,74,21,81,37.6,低风险
C0892,83,72,59,76,96,28.3,低风险
C0893,22,53,70,53,85,55.7,持续观察
C0894,91,88,41,68,41,34.2,低风险
C0895,79,75,47,73,58,21.4,低风险
C0896,87,85,23,41,63,43.6,持续观察
C0897,40,51,45,63,21,50.7,持续观察
C0898,38,69,79,54,94,42.0,持续观察
C0899,98,43,42,48,78,46.4,持续观察
C0900,39,65,60,25,47,53.6,持续观察
C0901,77,22,77,56,86,31.0,低风险
C0902,61,29,27,77,33,56.2,持续观察
C0903,29,25,70,83,35,55.1,持续观察
C0904,42,71,80,50,70,34.2,低风险
C0905,31,69,20,69,47,49.4,持续观察
C0906,28,77,49,99,72,47.5,持续观察
C0907,98,71,36,79,71,36.7,低风险
C0908,48,32,42,33,44,68.8,重点关注
C0909,39,78,43,89,76,46.2,持续观察
C0910,84,58,88,30,28,44.4,持续观察
C0911,22,72,71,46,30,41.3,持续观察
C0912,27,77,90,88,64,39.0,低风险
C0913,58,39,77,98,21,39.6,低风险
C0914,83,82,41,57,73,38.6,低风险
C0915,50,29,78,81,53,52.7,持续观察
C0916,91,45,63,72,61,29.0,低风险
C0917,98,38,56,99,96,25.4,低风险
C0918,41,80,53,37,88,50.8,持续观察
C0919,24,96,76,71,30,47.0,持续观察
C0920,77,53,76,43,48,30.2,低风险
C0921,92,63,59,26,24,32.6,低风险
C0922,98,37,39,33,39,44.7,持续观察
C0923,82,91,36,69,58,29.3,低风险
C0924,80,35,71,43,93,46.3,持续观察
C0925,71,96,23,98,51,35.3,低风险
C0926,52,45,82,32,48,52.2,持续观察
C0927,41,84,69,38,85,42.7,持续观察
C0928,70,85,69,48,20,28.8,低风险
C0929,30,96,35,41,20,54.8,持续观察
C0930,77,46,91,21,23,41.8,持续观察
C0931,69,23,80,96,34,48.8,持续观察
C0932,89,70,63,55,66,33.3,低风险
C0933,36,22,37,57,49,64.9,重点关注
C0934,65,85,69,37,25,36.4,低风险
C0935,63,35,99,70,20,30.0,低风险
C0936,76,93,49,34,90,37.1,低风险
C0937,24,47,68,71,81,44.7,持续观察
C0938,58,63,40,36,83,52.2,持续观察
C0939,77,37,41,96,24,43.7,持续观察
C0940,28,21,66,41,73,66.7,重点关注
C0941,42,97,44,73,68,26.6,低风险
C0942,66,63,75,71,26,36.2,低风险
C0943,55,39,83,65,22,35.2,低风险
C0944,50,75,47,23,95,35.9,低风险
C0945,42,42,52,26,80,53.6,持续观察
C0946,75,79,85,29,98,19.6,低风险
C0947,90,90,23,34,60,38.8,低风险
C0948,65,64,99,45,40,27.0,低风险
C0949,77,66,31,99,51,36.2,低风险
C0950,55,97,36,59,31,40.1,持续观察
C0951,87,56,55,80,26,39.3,低风险
C0952,79,27,35,35,70,57.3,持续观察
C0953,33,24,42,37,64,71.8,重点关注
C0954,44,42,91,94,84,31.6,低风险
C0955,90,29,28,95,79,46.0,持续观察
C0956,98,46,97,21,94,19.2,低风险
C0957,63,20,74,73,64,37.9,低风险
C0958,65,90,92,37,53,36.8,低风险
C0959,32,27,83,73,30,54.1,持续观察
C0960,81,30,66,57,52,43.2,持续观察
C0961,38,47,86,92,27,44.2,持续观察
C0962,31,53,29,34,64,52.2,持续观察
C0963,67,62,23,83,91,45.3,持续观察
C0964,52,47,49,27,97,56.1,持续观察
C0965,98,68,30,65,53,36.6,低风险
C0966,56,80,70,58,64,26.1,低风险
C0967,25,56,38,71,84,61.8,重点关注
C0968,62,22,32,27,92,49.2,持续观察
C0969,69,28,76,69,71,38.6,低风险
C0970,65,21,22,69,29,63.6,重点关注
C0971,92,42,97,87,62,26.2,低风险
C0972,47,70,93,46,89,25.0,低风险
C0973,86,36,57,96,30,27.4,低风险
C0974,30,44,46,57,55,66.8,重点关注
C0975,39,95,99,40,37,36.0,低风险
C0976,49,46,29,64,82,41.2,持续观察
C0977,55,39,72,77,24,35.4,低风险
C0978,95,92,46,42,50,37.0,低风险
C0979,87,55,26,73,35,35.5,低风险
C0980,55,47,32,49,85,47.5,持续观察
C0981,77,48,91,35,28,36.7,低风险
C0982,47,61,79,71,21,51.1,持续观察
C0983,58,77,33,60,56,52.2,持续观察
C0984,85,51,63,90,78,22.9,低风险
C0985,62,31,89,43,77,47.7,持续观察
C0986,24,49,47,39,27,66.6,重点关注
C0987,32,79,42,46,71,55.2,持续观察
C0988,28,30,31,21,94,70.4,重点关注
C0989,76,30,43,79,96,40.6,持续观察
C0990,46,99,70,70,96,37.3,低风险
C0991,80,69,41,20,92,42.3,持续观察
C0992,96,20,81,25,88,28.4,低风险
C0993,69,46,45,57,71,53.2,持续观察
C0994,53,51,77,73,97,32.3,低风险
C0995,84,25,90,79,53,43.4,持续观察
C0996,64,60,34,46,67,35.4,低风险
C0997,53,55,87,99,43,27.8,低风险
C0998,92,58,25,81,32,45.6,持续观察
C0999,27,49,21,82,69,52.2,持续观察
C1000,67,76,50,54,84,24.4,低风险
