customer_id,membership_level,join_date,points_balance,points_earned_total,points_redeemed,membership_years,annual_spend,referral_count,last_activity_date
C0334,金卡,2025-05-28,43696,86869,1093,2.8,18565.94,15,2024-07-31
C0335,普通,2022-06-02,584,32968,15365,2.6,2700.29,14,2024-05-23
C0336,银卡,2025-10-31,14476,21250,6379,4.5,6565.82,2,2024-03-17
C0337,普通,2023-05-13,2042,24180,5988,1.6,2991.77,8,2024-07-18
C0338,普通,2024-04-09,4237,31241,17757,4.1,833.84,0,2024-10-13
C0339,普通,2022-09-04,2355,39396,36484,0.6,2211.78,6,2025-08-13
C0340,银卡,2025-03-14,19775,31325,16598,0.7,3429.33,9,2024-12-27
C0341,银卡,2023-06-17,9011,18342,217,4.5,4238.48,8,2024-06-16
C0342,银卡,2025-04-07,14343,62017,30867,4.1,6114.04,20,2024-05-18
C0343,银卡,2025-05-28,19326,19601,147,0.5,2499.24,10,2024-02-13
C0344,银卡,2022-04-09,2696,40955,1270,0.8,4393.46,8,2025-07-30
C0345,普通,2025-07-13,3156,20664,10622,2.7,545.01,10,2024-09-28
C0346,银卡,2022-06-21,7418,47658,5149,4.8,5460.81,18,2024-02-12
C0347,黑卡,2024-05-22,72346,75969,5416,4.4,17996.0,11,2025-11-12
C0348,银卡,2025-09-13,17782,49789,11717,3.4,5700.83,13,2024-02-23
C0349,金卡,2025-04-12,32989,59625,34542,1.9,15532.79,13,2024-08-06
C0350,普通,2025-03-04,1808,47385,31959,4.6,1890.41,0,2025-05-04
C0351,金卡,2025-01-02,11241,27134,10230,3.2,13312.19,0,2025-11-23
C0352,金卡,2023-11-03,15543,35202,22182,4.1,6038.68,7,2024-03-15
C0353,银卡,2023-06-29,1712,9188,1299,4.2,6214.71,0,2025-04-27
C0354,黑卡,2023-02-26,40415,63175,9834,4.7,31494.84,2,2025-05-22
C0355,普通,2025-10-10,1157,15052,347,2.5,2230.35,2,2025-01-06
C0356,普通,2023-10-13,3598,27287,4821,1.0,2448.61,19,2025-06-18
C0357,金卡,2023-05-12,45997,85008,20868,4.7,15592.17,13,2025-07-23
C0358,金卡,2023-07-10,47886,78382,475,0.8,12802.58,20,2024-12-23
C0359,普通,2024-03-22,3091,33771,5391,1.0,2746.03,4,2025-01-29
C0360,普通,2022-09-29,4924,13215,11848,3.7,1417.55,4,2024-06-07
C0361,普通,2025-10-24,2731,6170,4006,2.4,598.52,15,2025-04-04
C0362,普通,2025-08-23,688,44303,23648,0.7,1668.35,4,2024-09-18
C0363,金卡,2023-09-12,23657,26885,9750,0.7,7448.45,7,2025-07-07
C0364,银卡,2024-07-29,1050,8345,6005,3.3,7694.32,16,2024-01-08
C0365,普通,2023-10-10,2408,10573,4449,1.3,1678.24,12,2025-02-01
C0366,银卡,2022-06-01,17505,39430,4379,0.9,3711.39,18,2025-02-13
C0367,普通,2022-01-27,3021,45290,26106,1.8,1212.45,15,2024-04-18
C0368,普通,2024-08-13,1207,17839,9025,0.9,1062.34,8,2024-03-10
C0369,银卡,2025-07-17,17047,47447,34722,4.9,7850.25,4,2025-12-08
C0370,黑卡,2025-03-16,90249,120158,65311,2.1,35264.34,3,2024-07-04
C0371,金卡,2022-07-29,32955,48044,40600,4.3,16248.13,20,2025-02-28
C0372,普通,2022-06-11,4294,23251,4505,2.4,1992.76,14,2024-05-14
C0373,金卡,2025-01-31,34644,75019,8932,1.8,12342.16,6,2024-02-03
C0374,金卡,2023-03-20,41119,58443,3640,1.5,8123.33,12,2025-10-27
C0375,金卡,2024-11-07,13196,29050,28457,3.5,18768.17,16,2024-08-23
C0376,银卡,2023-06-29,8085,51649,17633,2.8,4473.7,7,2024-03-01
C0377,银卡,2022-10-23,13690,18492,13296,3.5,6018.15,17,2025-02-01
C0378,普通,2024-01-02,2683,45988,27200,3.8,1318.81,11,2025-08-29
C0379,普通,2022-06-13,3399,20696,4312,4.9,668.43,1,2025-01-14
C0380,普通,2023-05-22,1201,46798,30570,4.7,587.47,18,2024-03-16
C0381,普通,2024-02-17,422,35685,20941,2.2,2571.69,10,2025-03-15
C0382,银卡,2023-08-30,7366,39169,1173,1.2,7550.92,20,2024-11-21
C0383,金卡,2022-11-22,37686,46534,6401,3.1,6717.38,14,2025-05-17
C0384,银卡,2024-07-14,8065,19499,11649,1.0,4813.89,0,2025-11-20
C0385,普通,2025-02-10,2078,25272,5607,4.0,2538.11,18,2024-04-05
C0386,黑卡,2026-01-01,69851,93890,53182,0.6,32372.68,6,2024-06-21
C0387,黑卡,2023-09-24,66865,97655,89252,1.5,40791.82,8,2024-04-22
C0388,金卡,2025-06-22,23846,56745,44600,1.6,6393.08,0,2024-04-30
C0389,黑卡,2025-09-04,63838,86008,74862,1.6,21181.37,19,2025-07-21
C0390,银卡,2025-01-11,14204,40602,29315,0.5,4233.34,18,2025-03-17
C0391,黑卡,2022-02-10,96672,113454,33143,4.7,20200.9,2,2024-02-19
C0392,普通,2025-10-19,4896,11802,4518,0.7,2162.81,13,2025-10-20
C0393,银卡,2025-02-22,13370,28100,5597,3.3,5392.08,11,2024-03-05
C0394,普通,2023-09-13,2003,24556,1664,4.1,908.68,1,2025-07-09
C0395,普通,2025-10-03,1905,19723,7530,3.1,2406.5,17,2024-03-24
C0396,普通,2022-08-27,859,43436,26099,2.2,2066.79,3,2024-05-04
C0397,银卡,2022-10-03,18603,66624,7261,2.3,6219.98,2,2025-11-14
C0398,金卡,2023-07-03,14714,56355,31541,2.1,14648.83,6,2024-05-14
C0399,银卡,2022-09-11,5932,38000,35032,3.7,2196.63,13,2025-11-15
C0400,普通,2022-08-26,1607,21958,11195,3.7,529.89,8,2025-12-28
C0401,金卡,2025-02-28,24571,30912,9579,4.8,15444.14,0,2025-10-22
C0402,银卡,2022-12-06,13149,39037,35576,3.3,5720.62,7,2024-08-23
C0403,银卡,2023-08-02,15409,50503,12362,3.4,7314.18,8,2025-11-26
C0404,金卡,2023-08-03,37635,59283,13216,2.6,11102.64,16,2025-09-21
C0405,普通,2025-06-12,727,43340,877,1.0,2060.93,20,2025-09-15
C0406,普通,2023-04-07,3905,28521,18771,2.5,2007.62,8,2024-08-14
C0407,黑卡,2023-12-26,36267,67011,48819,4.8,24416.06,17,2024-07-19
C0408,普通,2023-03-08,3674,17798,16635,4.4,1651.78,8,2024-03-01
C0409,银卡,2025-11-15,8203,48907,32336,3.9,6156.91,6,2024-07-05
C0410,金卡,2025-08-14,18128,61821,9290,3.6,15290.56,15,2024-11-28
C0411,金卡,2023-07-07,39261,59944,59119,1.2,19118.99,14,2024-12-31
C0412,普通,2024-11-20,2469,12507,3897,2.8,2100.01,1,2025-08-20
C0413,普通,2024-09-27,2293,17976,7083,3.7,2670.39,0,2025-06-04
C0414,普通,2023-06-13,2927,12501,6519,1.2,1555.65,13,2025-05-22
C0415,银卡,2022-05-08,16105,51358,35055,4.6,5570.02,5,2025-08-17
C0416,银卡,2022-07-25,16124,40257,685,4.1,6490.83,15,2024-05-18
C0417,普通,2025-08-10,3506,28043,13967,4.2,1628.26,18,2024-03-01
C0418,黑卡,2024-06-08,52683,75689,6419,4.2,25823.12,10,2025-03-15
C0419,银卡,2023-07-30,14548,50868,5762,4.3,6988.5,18,2024-06-03
C0420,普通,2022-04-21,1113,2369,1063,2.2,917.5,10,2024-08-14
C0421,银卡,2022-01-23,13718,57999,21992,2.0,2908.09,3,2024-04-27
C0422,金卡,2023-11-28,26056,75299,58383,3.5,15283.49,9,2024-10-18
C0423,普通,2022-10-10,3214,41460,38955,4.3,2201.14,5,2025-11-09
C0424,普通,2025-08-02,3641,26286,5030,1.2,2408.88,19,2024-12-15
C0425,金卡,2023-06-22,45270,77219,30031,2.7,9610.81,11,2025-09-06
C0426,银卡,2022-11-28,11261,60305,8819,4.2,5890.68,8,2025-03-16
C0427,银卡,2024-06-23,2348,41625,26301,3.0,2336.94,9,2025-07-22
C0428,银卡,2025-02-14,17693,37546,31812,3.5,2500.28,19,2025-11-04
C0429,普通,2025-12-20,4540,36608,4946,1.7,1210.53,12,2025-12-05
C0430,普通,2024-05-27,4959,28791,8778,0.9,1373.05,13,2025-06-01
C0431,银卡,2025-03-02,17003,49974,48596,4.7,6312.79,18,2025-12-18
C0432,普通,2022-02-11,4062,10566,8708,1.6,1602.02,10,2025-09-11
C0433,普通,2022-09-09,2170,45105,22429,3.1,598.37,9,2024-04-17
C0434,金卡,2022-06-07,42492,69382,65557,4.1,17106.83,4,2024-01-21
C0435,黑卡,2025-12-10,79064,105539,92234,4.5,38797.7,2,2025-08-19
C0436,金卡,2022-11-03,27866,30869,3267,2.7,11129.43,15,2025-12-21
C0437,金卡,2025-02-21,28799,39082,30166,3.2,18606.39,11,2025-01-31
C0438,普通,2022-03-30,1961,36854,456,2.5,2988.41,13,2025-10-10
C0439,黑卡,2024-02-25,67389,84691,12537,0.7,23342.44,4,2024-04-20
C0440,普通,2025-04-07,4115,45376,23919,0.5,2843.58,15,2025-08-07
C0441,黑卡,2025-02-19,73815,115876,5804,2.1,49415.47,10,2025-02-18
C0442,黑卡,2022-11-03,48132,55936,47341,3.4,41857.26,5,2025-07-14
C0443,金卡,2024-06-12,48498,61273,7003,2.6,18157.58,16,2024-02-19
C0444,黑卡,2022-09-26,76418,103423,74120,1.5,42629.52,0,2024-10-22
C0445,银卡,2022-04-04,7234,18320,14165,1.9,6777.33,0,2025-01-02
C0446,普通,2023-10-11,3654,19373,16264,3.2,1488.67,3,2024-02-01
C0447,银卡,2024-01-28,16063,30148,19965,1.0,5440.57,13,2024-12-18
C0448,银卡,2022-04-19,9314,58019,55510,3.7,6700.21,2,2024-06-16
C0449,普通,2024-01-28,225,48563,31679,2.2,2019.81,20,2024-04-01
C0450,银卡,2023-03-07,8865,51904,43863,2.0,4275.92,14,2024-03-07
C0451,黑卡,2025-11-22,92416,134333,34664,2.3,19032.43,6,2024-05-24
C0452,普通,2023-06-16,3189,23077,907,4.2,2190.15,8,2024-02-20
C0453,金卡,2025-10-18,40522,69722,16924,3.0,11274.14,9,2024-08-10
C0454,黑卡,2022-08-16,85036,85259,45927,1.3,47103.17,14,2025-03-08
C0455,黑卡,2024-01-21,92301,112100,9648,4.4,44311.89,18,2024-01-07
C0456,黑卡,2025-03-11,66882,68177,17130,3.9,26208.07,9,2025-06-15
C0457,银卡,2024-04-22,1819,32394,1514,2.3,4978.43,10,2024-05-05
C0458,黑卡,2025-06-28,64752,71521,15618,2.3,18094.13,18,2025-02-18
C0459,金卡,2022-11-18,19849,36439,10140,4.2,17140.01,5,2024-10-07
C0460,普通,2023-05-06,184,26527,18012,2.9,1252.95,7,2024-04-15
C0461,银卡,2022-12-13,16729,55685,47436,3.2,5943.8,10,2025-12-06
C0462,金卡,2022-12-29,37607,66843,46246,0.6,17199.14,3,2025-07-24
C0463,普通,2024-05-10,3827,45450,8279,4.7,1802.41,13,2024-01-14
C0464,银卡,2022-03-03,12622,59666,15615,3.5,5692.26,6,2024-09-16
C0465,金卡,2023-01-05,15276,21668,7433,3.3,11473.8,17,2024-09-18
C0466,普通,2023-12-06,2524,19301,4895,2.0,1772.85,7,2025-02-20
C0467,银卡,2024-04-26,15586,63496,37034,2.7,3650.19,5,2024-02-13
C0468,金卡,2025-10-31,32985,65374,29488,4.3,14235.23,13,2025-07-08
C0469,银卡,2023-06-17,7544,51516,245,1.5,2209.16,8,2025-12-19
C0470,普通,2023-07-19,2441,41198,17606,3.7,645.78,16,2024-03-18
C0471,普通,2022-12-17,723,32879,12956,1.6,2890.01,19,2025-12-09
C0472,银卡,2025-12-09,3491,50800,49410,1.1,6781.78,15,2025-09-17
C0473,黑卡,2022-08-29,71561,117112,62471,3.6,32616.05,2,2025-05-26
C0474,普通,2024-03-02,3859,20051,19185,4.9,927.29,1,2024-04-14
C0475,银卡,2022-04-15,7805,26965,11156,3.8,6406.83,1,2024-09-19
C0476,普通,2024-09-10,1703,9961,8282,4.9,2184.6,2,2024-02-09
C0477,普通,2023-04-10,486,37022,10585,2.3,1610.52,14,2025-07-19
C0478,金卡,2023-02-24,48558,71549,13518,3.9,9717.47,0,2024-08-29
C0479,金卡,2024-08-08,13813,60682,22522,4.8,6375.33,14,2024-10-06
C0480,普通,2024-01-16,264,21292,17548,2.1,2043.01,17,2025-03-11
C0481,银卡,2023-09-29,2524,40104,24376,1.1,5347.05,3,2025-07-31
C0482,普通,2023-04-25,4677,27062,10574,4.3,1022.75,4,2024-11-29
C0483,银卡,2023-04-21,10101,12936,2046,3.4,3550.62,19,2024-09-26
C0484,金卡,2022-03-05,12195,46255,5067,2.0,16707.94,9,2024-10-14
C0485,普通,2025-09-17,3350,50168,28138,3.3,1293.34,20,2025-08-02
C0486,普通,2023-02-19,3052,17357,6914,1.3,2935.04,20,2024-12-26
C0487,银卡,2024-04-08,14055,46878,39607,4.9,6419.82,10,2024-01-31
C0488,黑卡,2023-11-15,76801,95473,84662,0.5,18824.81,14,2025-02-17
C0489,黑卡,2023-08-04,96353,120888,58147,3.5,46547.68,12,2024-01-12
C0490,普通,2022-06-04,1228,48113,5457,4.0,726.32,2,2025-08-27
C0491,金卡,2023-08-21,25870,52343,18508,4.1,19479.17,7,2025-11-27
C0492,银卡,2023-12-24,10519,13049,9855,1.0,7466.26,1,2024-12-06
C0493,银卡,2025-08-25,9630,17768,5402,4.0,5108.47,8,2025-05-28
C0494,金卡,2024-11-14,32505,62848,1271,0.7,17209.53,18,2024-02-05
C0495,黑卡,2024-04-12,62003,63767,59247,4.2,45156.08,9,2025-02-27
C0496,黑卡,2025-11-05,98856,111470,103226,2.4,48675.6,17,2024-05-14
C0497,银卡,2025-01-18,11929,51906,30582,2.4,3501.71,9,2025-12-09
C0498,银卡,2023-11-12,14849,40396,21905,4.3,6064.57,2,2025-04-12
C0499,金卡,2022-03-05,33950,40654,30113,2.6,18558.95,9,2024-09-25
C0500,普通,2022-09-08,2015,3379,1239,3.0,2024.22,5,2024-12-14
C0501,银卡,2023-07-03,12205,17405,3627,4.0,6009.87,20,2025-02-11
C0502,银卡,2023-01-24,6907,37161,20301,4.9,6361.38,20,2025-03-18
C0503,金卡,2025-04-25,23125,46027,12027,3.9,14350.36,7,2025-08-31
C0504,普通,2023-07-23,1066,41521,19597,3.3,2546.27,10,2025-07-24
C0505,普通,2022-03-23,3371,47891,36784,0.9,690.94,11,2024-08-13
C0506,黑卡,2022-09-02,86339,88486,61308,4.8,27493.8,4,2025-12-01
C0507,普通,2025-05-30,261,43552,15612,4.3,1942.19,17,2025-09-25
C0508,银卡,2024-06-29,1441,4117,3375,0.5,2706.71,6,2025-10-14
C0509,普通,2023-12-25,301,50075,10384,3.5,2165.02,20,2025-07-13
C0510,普通,2023-10-21,2131,9103,6315,3.0,630.79,6,2024-12-22
C0511,普通,2024-06-25,3820,32646,4269,1.1,2147.7,15,2025-08-08
C0512,普通,2025-06-19,236,49468,22664,3.9,2308.03,5,2025-10-31
C0513,金卡,2024-11-17,47396,49807,39406,2.9,8779.83,17,2024-02-11
C0514,普通,2022-09-21,644,25858,2612,1.9,1187.5,15,2025-05-13
C0515,黑卡,2024-03-12,39193,69440,67781,4.9,47794.8,11,2024-09-21
C0516,银卡,2025-04-02,2963,40600,35744,4.2,5191.24,12,2024-05-25
C0517,银卡,2023-02-12,9045,51494,15580,3.3,7265.51,15,2025-09-14
C0518,银卡,2023-06-17,11081,28856,22711,3.9,2239.3,18,2024-10-07
C0519,银卡,2022-04-13,12851,50609,4593,3.6,2937.18,17,2024-03-21
C0520,金卡,2025-12-25,37617,39908,11653,4.5,15192.97,3,2024-11-08
C0521,普通,2024-06-16,637,32776,19685,3.7,1546.48,6,2024-05-26
C0522,银卡,2022-01-27,3577,39262,37690,3.0,2929.18,1,2025-11-12
C0523,金卡,2024-12-12,49322,77764,61581,2.3,14626.79,4,2025-09-25
C0524,黑卡,2025-01-31,95780,141802,117842,1.1,48189.48,13,2025-11-04
C0525,金卡,2025-12-03,47204,86454,30885,3.5,15277.77,10,2024-01-17
C0526,银卡,2025-10-17,14077,25848,24894,1.5,2805.53,12,2024-10-24
C0527,金卡,2023-03-09,30601,65369,60555,0.8,10689.25,8,2025-09-27
C0528,银卡,2024-02-09,3632,24218,21160,3.5,3991.29,20,2025-01-02
C0529,银卡,2024-06-16,3843,24509,14229,2.9,5279.89,14,2025-04-10
C0530,普通,2022-06-10,4486,49144,46417,2.7,909.91,15,2025-10-28
C0531,银卡,2025-09-29,4335,10848,7554,4.5,5446.68,3,2025-03-29
C0532,普通,2023-12-08,2607,28781,15729,4.9,2674.35,2,2025-03-17
C0533,普通,2025-06-30,4115,50328,11262,4.8,2818.08,10,2024-07-02
C0534,金卡,2023-10-16,24092,34421,16900,1.6,18899.44,16,2024-11-19
C0535,普通,2025-10-01,3668,10966,4867,5.0,1870.15,17,2024-07-14
C0536,普通,2022-09-28,2266,51469,12535,4.4,754.94,4,2025-11-21
C0537,普通,2023-09-14,3291,27322,20819,4.7,2024.39,2,2025-10-04
C0538,黑卡,2024-11-18,85887,123886,40070,4.9,48893.49,16,2025-06-30
C0539,银卡,2023-09-29,3506,19095,6473,3.8,7123.19,14,2024-10-21
C0540,银卡,2025-10-03,11222,54876,41265,0.8,6826.19,1,2025-04-10
C0541,金卡,2024-05-03,30081,66204,44906,1.1,12586.73,16,2025-02-19
C0542,金卡,2023-11-27,40827,79290,39885,4.9,15563.25,19,2025-02-03
C0543,普通,2024-05-01,3675,31576,20402,4.0,2022.13,8,2025-09-11
C0544,金卡,2025-12-14,37856,67130,60612,2.9,13557.65,2,2024-03-28
C0545,金卡,2023-09-13,16095,42527,34006,1.1,12255.99,0,2025-09-06
C0546,金卡,2025-03-04,43470,87928,64934,1.1,11412.35,15,2024-12-19
C0547,普通,2022-09-27,3345,19828,5399,2.3,1236.72,18,2024-07-18
C0548,金卡,2023-02-23,43496,66726,49334,3.9,14174.24,3,2024-02-15
C0549,银卡,2024-05-12,16953,30025,11858,2.9,7612.85,3,2024-04-08
C0550,普通,2025-09-28,0,28178,15615,4.9,2896.03,13,2025-02-04
C0551,银卡,2024-03-10,10196,42199,7229,4.2,4890.67,3,2024-10-19
C0552,普通,2025-10-23,3781,19619,11061,1.0,1869.11,2,2025-05-22
C0553,普通,2022-12-29,4780,28998,13307,2.2,1130.17,9,2024-05-22
C0554,金卡,2025-07-05,36975,81233,40289,3.4,12642.16,12,2025-06-21
C0555,普通,2025-03-31,3275,26708,7300,3.3,2486.0,8,2025-10-07
C0556,银卡,2023-10-08,13563,59749,58610,3.7,3081.43,8,2025-02-14
C0557,银卡,2024-05-03,18942,53591,33982,4.2,3573.5,12,2024-05-06
C0558,普通,2025-02-20,1206,40257,2818,1.2,696.31,20,2025-04-25
C0559,黑卡,2022-01-31,32073,58880,54717,2.4,21410.65,2,2024-10-27
C0560,普通,2023-09-24,3054,6134,1283,3.9,1339.87,3,2025-11-19
C0561,普通,2023-09-01,1090,33240,3072,3.6,618.55,18,2025-12-30
C0562,普通,2023-03-19,3021,6908,6249,2.5,1178.56,16,2025-01-19
C0563,普通,2024-06-29,3310,33193,14836,1.6,2501.52,7,2025-06-15
C0564,普通,2025-04-04,2810,11304,4427,2.8,2053.74,1,2024-11-23
C0565,金卡,2025-06-05,49347,58152,34992,1.9,18558.78,18,2025-08-19
C0566,黑卡,2025-09-11,79142,114236,84839,3.3,29833.81,14,2024-01-15
C0567,普通,2023-11-16,137,35517,1229,3.2,2660.68,11,2024-05-17
C0568,金卡,2024-08-22,44521,58671,41989,2.4,17744.96,9,2025-12-03
C0569,金卡,2024-07-21,14443,32243,9726,2.6,14675.43,5,2025-01-31
C0570,金卡,2024-07-06,28102,33797,8215,1.7,13048.26,9,2024-05-12
C0571,银卡,2025-10-20,6376,20476,9601,4.3,5894.32,15,2025-09-15
C0572,普通,2023-03-29,1906,17110,15430,1.2,1637.49,6,2025-04-01
C0573,普通,2024-11-25,1896,24632,19044,4.0,2982.88,16,2025-02-01
C0574,金卡,2024-09-02,10236,17313,13721,3.5,13346.31,17,2024-03-27
C0575,金卡,2023-01-06,21827,71294,6627,3.7,19169.92,20,2024-05-03
C0576,普通,2025-09-17,4704,17508,1001,3.8,1326.61,10,2025-02-03
C0577,银卡,2022-06-23,7092,47306,47251,3.5,3672.68,5,2025-01-31
C0578,黑卡,2023-08-14,95061,95639,6532,4.9,32945.24,7,2024-05-20
C0579,金卡,2024-12-21,37709,42685,37199,1.1,18368.69,15,2025-07-07
C0580,黑卡,2025-10-12,67456,85388,37628,4.5,41547.21,15,2025-02-12
C0581,金卡,2025-07-23,11136,23659,310,1.2,19530.67,9,2025-03-21
C0582,银卡,2025-06-24,11339,14527,9853,4.5,3413.6,17,2024-01-09
C0583,银卡,2023-12-13,10117,49774,4313,4.1,2025.63,15,2024-07-13
C0584,金卡,2022-07-25,41534,72311,54912,4.1,18852.94,14,2024-11-11
C0585,普通,2023-05-10,1982,22390,11610,4.6,2815.51,0,2025-09-03
C0586,银卡,2025-11-02,18531,29442,15824,1.3,2817.16,1,2025-06-18
C0587,金卡,2023-10-01,37677,70053,29891,4.5,19098.68,15,2024-05-10
C0588,普通,2023-04-27,1431,43162,31318,1.6,2977.81,17,2024-10-03
C0589,金卡,2023-02-21,20195,40595,27210,3.1,19772.1,17,2025-02-13
C0590,银卡,2022-11-03,3198,43568,8352,3.2,4495.69,3,2025-07-15
C0591,黑卡,2022-03-12,63210,78167,37746,3.3,46168.24,20,2025-08-31
C0592,普通,2022-04-26,448,28873,28802,1.9,508.15,4,2025-10-08
C0593,普通,2023-05-20,2904,29558,5498,4.4,1320.73,10,2025-11-22
C0594,银卡,2024-09-11,3203,47367,26575,4.7,5612.4,7,2025-02-26
C0595,普通,2025-06-10,1771,16617,12515,1.9,954.99,5,2025-05-09
C0596,金卡,2022-06-08,15782,36437,9071,4.6,12351.5,10,2025-10-28
C0597,金卡,2024-08-06,44860,76403,16500,2.4,15288.84,3,2024-02-17
C0598,普通,2024-05-05,3182,49961,23984,1.7,660.01,5,2024-05-07
C0599,银卡,2025-07-16,13323,61079,17150,1.9,6189.77,2,2025-02-09
C0600,银卡,2025-04-12,2056,39365,38921,2.8,3252.77,20,2025-01-13
C0601,银卡,2023-02-15,11103,38337,10078,3.9,4261.26,17,2025-01-22
C0602,黑卡,2025-12-14,93511,122553,120958,1.6,23721.85,0,2024-06-10
C0603,金卡,2024-03-20,30154,34353,2166,4.6,14439.35,17,2025-05-24
C0604,金卡,2024-10-22,39561,85176,28943,3.3,7552.32,5,2025-05-17
C0605,金卡,2024-04-04,25966,43631,27039,4.0,17764.15,5,2025-12-01
C0606,银卡,2023-06-12,7986,42175,39295,3.8,7048.93,12,2024-10-29
C0607,黑卡,2022-11-28,41834,43398,15134,2.5,33479.5,15,2024-02-15
C0608,金卡,2025-09-18,26602,39548,3476,1.0,17026.76,18,2024-06-10
C0609,金卡,2025-11-17,39739,85949,78044,4.9,12699.24,18,2024-03-05
C0610,金卡,2022-01-27,42790,86639,11079,1.0,9393.62,1,2025-01-07
C0611,普通,2022-08-07,2781,3602,2940,1.9,2296.92,19,2025-05-24
C0612,金卡,2024-06-15,20987,64615,62748,4.9,15367.12,13,2024-05-15
C0613,普通,2023-04-02,2139,5617,2198,1.5,1517.81,12,2024-07-30
C0614,普通,2023-01-08,3729,33731,3843,2.4,2802.8,13,2024-03-29
C0615,普通,2025-12-06,2451,46692,6570,0.6,674.76,0,2024-05-31
C0616,黑卡,2024-12-08,69642,116987,88967,3.7,27604.95,4,2024-11-26
C0617,金卡,2024-08-26,18401,33464,21763,0.6,13761.38,17,2024-05-31
C0618,金卡,2022-05-01,10174,34142,9719,3.0,11628.88,13,2024-10-07
C0619,金卡,2025-02-27,22319,63633,30589,2.7,15873.51,11,2024-07-02
C0620,银卡,2023-06-13,11725,40461,15841,4.3,6207.38,6,2024-07-26
C0621,黑卡,2022-09-22,64400,88404,14251,1.9,23399.73,17,2024-12-14
C0622,银卡,2024-08-20,10241,47088,46579,2.1,7377.55,6,2024-06-04
C0623,银卡,2022-10-16,4378,14529,1862,3.5,7796.53,18,2024-12-15
C0624,普通,2024-09-07,136,25784,24646,4.0,2528.47,20,2025-02-03
C0625,金卡,2025-09-29,20910,22660,15077,0.8,6395.12,11,2024-02-04
C0626,金卡,2024-12-29,24806,58569,12081,3.4,11864.4,14,2024-01-01
C0627,银卡,2025-03-02,17533,29043,26856,2.2,5679.73,2,2025-06-17
C0628,普通,2025-05-21,3939,26498,5972,4.5,1796.15,13,2024-11-24
C0629,金卡,2023-10-29,24788,36781,25952,4.0,18129.45,9,2025-06-19
C0630,普通,2024-07-19,2927,46896,20364,2.9,2919.5,12,2025-09-26
C0631,金卡,2025-07-08,15379,42681,4314,4.7,7429.93,16,2024-11-12
C0632,黑卡,2024-11-06,83252,98902,33898,0.7,16229.31,4,2025-09-06
C0633,银卡,2024-05-23,14553,62458,32200,4.7,6239.32,3,2025-02-03
C0634,普通,2025-01-27,2540,33499,21512,3.1,1623.78,0,2024-03-05
C0635,金卡,2024-07-10,42564,81415,55194,3.6,18933.24,0,2025-04-08
C0636,金卡,2022-12-09,41396,58824,37458,0.6,9377.81,6,2024-07-03
C0637,银卡,2024-09-06,10910,57379,51639,3.8,2317.15,15,2024-04-20
C0638,黑卡,2024-07-25,42518,47094,835,4.8,44294.88,0,2025-01-05
C0639,普通,2023-07-06,1669,11041,188,4.8,2900.55,18,2024-02-27
C0640,银卡,2023-06-10,3954,37253,4310,2.6,3057.57,0,2024-12-13
C0641,金卡,2025-08-27,23340,57721,34190,1.0,18389.33,14,2024-06-02
C0642,金卡,2023-08-11,34016,59697,17425,1.3,15107.95,1,2024-01-09
C0643,普通,2024-12-10,625,28850,4124,3.8,2376.14,7,2025-10-02
C0644,金卡,2024-10-01,43127,81452,80003,2.3,12888.81,15,2025-01-03
C0645,银卡,2025-07-30,7157,14052,13061,3.8,5221.37,16,2024-08-21
C0646,银卡,2023-05-12,1283,7180,1824,1.5,5814.44,1,2024-12-04
C0647,普通,2023-08-08,1157,9531,3562,1.4,904.88,16,2024-07-22
C0648,金卡,2024-07-15,33287,77441,43248,2.8,10175.52,20,2024-03-30
C0649,普通,2022-06-10,4211,12727,10007,0.8,2680.51,16,2024-07-11
C0650,普通,2023-09-02,3062,16015,8642,4.1,1380.36,13,2024-05-01
C0651,普通,2023-05-07,1602,12597,12074,1.3,970.13,13,2025-06-11
C0652,金卡,2023-07-29,27533,32584,8942,1.9,6876.78,18,2024-10-05
C0653,金卡,2023-11-24,37420,54811,29384,3.5,17290.78,7,2025-01-15
C0654,金卡,2023-11-09,30858,72024,40130,3.2,7820.82,5,2025-02-27
C0655,普通,2025-02-10,4378,47579,10720,4.8,691.24,1,2024-01-18
C0656,银卡,2022-06-19,3573,14577,2587,2.6,5261.64,15,2024-12-03
C0657,银卡,2022-11-04,12444,33664,15883,1.5,2086.02,1,2025-09-19
C0658,金卡,2022-12-05,23765,34289,21170,2.5,13623.43,18,2025-09-30
C0659,黑卡,2023-05-11,99104,123951,80800,4.6,21510.28,16,2024-08-23
C0660,普通,2024-03-25,4407,9920,6836,3.1,2760.2,7,2024-10-22
C0661,金卡,2025-12-11,33899,41090,27226,3.2,13554.21,8,2025-11-10
C0662,普通,2022-11-12,1374,39850,31542,2.1,2494.87,16,2024-06-01
C0663,银卡,2026-01-07,4897,37059,31238,2.7,7437.02,8,2024-09-05
C0664,普通,2023-04-04,4005,46173,5401,3.1,1540.49,19,2024-06-02
C0665,普通,2022-05-17,4508,40426,23128,3.9,1297.37,4,2024-05-09
C0666,银卡,2024-05-14,11743,49041,16331,0.8,7292.03,13,2025-12-29
C0667,银卡,2024-05-13,12263,21980,19501,4.8,4080.3,15,2024-05-06
C0668,普通,2023-11-10,474,22407,651,4.2,2654.42,9,2024-01-07
